11
4
1
10
11
0
11
1
8
11
9
11
4
10
3
11
11
11
10
1
1
11
4
11
1
8
11
11
4
5
1
3
0
8
6
11
11
3
10
11
1
4
4
4
6
11
11
1
4
1
11
8
3
3
11
4
11
11
3
7
11
3
4
4
11
4
3
1
4
5
3
1
1
4
8
11
2
2
1
1
10
4
11
8
4
8
11
4
1
11
1
11
11
10
11
11
3
4
10
1
4
3
11
8
1
11
11
11
1
4
10
9
1
10
4
11
4
1
11
6
11
11
9
11
6
4
0
10
1
11
6
11
1
4
0
11
7
4
11
1
4
4
10
4
6
11
11
8
11
6
1
8
11
3
11
11
11
3
4
11
4
1
4
11
4
9
1
4
11
11
3
11
11
4
3
4
0
4
8
4
4
10
8
11
